COMPANY,FROM YEAR,YEAR,ATTACHMENT,XBRL,ORIGINAL SUBMISSION DATE,Company ID
UDAIPUR CEMENT WORKS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/UDAICEMENT_24072024182118_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201480_24072024062302_WEB.xml,24-Jul-24,BRSR_1201480_24072024062302
Music Broadcast Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RADIOCITY_24072024173034_Regulation34BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201314_24072024053051_WEB.xml,24-Jul-24,BRSR_1201314_24072024053051
Rossell India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ROSSELLIND_24072024172133_BRSR_FY2023_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201299_24072024052226_WEB.xml,24-Jul-24,BRSR_1201299_24072024052226
TIMKEN INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/TIMKEN_24072024163340_SEIntimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201169_24072024043402_WEB.xml,24-Jul-24,BRSR_1201169_24072024043402
S.J.S. ENTERPRISES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SJS_24072024160905_SJSBRSRFY24Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201096_24072024040921_WEB.xml,24-Jul-24,BRSR_1201096_24072024040921
Ingersoll Rand (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/INGERRAND1_24072024145014_IngersollRandBRSRFY202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200943_24072024025727_WEB.xml,24-Jul-24,BRSR_1200943_24072024025727
INFOBEANS TECHNO. LTD.,2023,2024,https://nsearchives.nseindia.com/corporate/INFOBEAN_24072024131958_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200835_24072024012247_WEB.xml,24-Jul-24,BRSR_1200835_24072024012247
Lloyds Metals and Energy Limited,2023,2024,https://nsearchives.nseindia.com/corporate/LLOYDSME_24072024124615_IntimationforBRSRReport202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200802_24072024124646_WEB.xml,24-Jul-24,BRSR_1200802_24072024124646
Kalyan Jewellers India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KALYANKJIL_24072024114519_BRSRstockexchange.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200740_24072024114549_WEB.xml,24-Jul-24,BRSR_1200740_24072024114549
Minda Corporation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MINDACORP_24072024111534_NSEBSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200708_24072024111611_WEB.xml,24-Jul-24,BRSR_1200708_24072024111611
N. B. I. Industrial Finance Company Limited,2023,2024,https://nsearchives.nseindia.com/corporate/NBIFIN_24072024100517_NBI_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200669_24072024101212_WEB.xml,24-Jul-24,BRSR_1200669_24072024101212
MOTILAL OSWAL FINANCIAL SERVICES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MOTILALOFS_23072024223230_MOFSL_BRSR_202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200659_23072024103259_WEB.xml,23-Jul-24,BRSR_1200659_23072024103259
VA TECH WABAG LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/VATECH_23072024214041_SI_BRSR_FY24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200634_23072024094219_WEB.xml,23-Jul-24,BRSR_1200634_23072024094219
GABRIEL INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/GABRIEL_23072024204228_SEIntimationBRSR2324signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200597_23072024084241_WEB.xml,23-Jul-24,BRSR_1200597_23072024084241
Yes Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/YESBANK_23072024195231_SE_Annual_Report_2023_24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200551_23072024075312_WEB.xml,23-Jul-24,BRSR_1200551_23072024075312
Bombay Burmah Trading Corporation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KML_23072024162359_SEIntimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200129_23072024042708_WEB.xml,23-Jul-24,BRSR_1200129_23072024042708
Aditya Birla Capital Limited,2023,2024,https://nsearchives.nseindia.com/corporate/rsrai_23072024161514_BRSR_ABCAPITALsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1200103_23072024041802_WEB.xml,23-Jul-24,BRSR_1200103_23072024041802
3M INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/3MINDIALTD_23072024150950_LettertoSEBRSRSIGNED.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199965_23072024031049_WEB.xml,23-Jul-24,BRSR_1199965_23072024031049
HCL Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HCLTECH_23072024150013_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199949_23072024030048_WEB.xml,23-Jul-24,BRSR_1199949_23072024030048
The Jammu & Kashmir Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TUFAIL_23072024130303_BRSR_Intimation_Final.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199828_23072024010318_WEB.xml,23-Jul-24,BRSR_1199828_23072024010318
Sportking India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SPORTKING_23072024125438_BRSRSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199822_23072024125516_WEB.xml,23-Jul-24,BRSR_1199822_23072024125516
TCI Express Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TCIEXP_22072024233938_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199631_22072024113950_WEB.xml,22-Jul-24,BRSR_1199631_22072024113950
UltraTech Cement Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ULTRACEMCO_22072024225320_BRSRSE_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199623_22072024105349_WEB.xml,22-Jul-24,BRSR_1199623_22072024105349
KARUR VYSYA BANK LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/KARURVYSYA_22072024222431_BRSR_All.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199618_22072024102928_WEB.xml,22-Jul-24,BRSR_1199618_22072024102928
Hitachi Energy India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HitachiEnergy_22072024213725_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199595_22072024093813_WEB.xml,22-Jul-24,BRSR_1199595_22072024093813
Aptus Value Housing Finance India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/APTUS_22072024194333_AVH_BRSR_FY24_SD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199486_22072024074408_WEB.xml,22-Jul-24,BRSR_1199486_22072024074408
Manappuram Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MANAPPURAM_22072024190041_BRSRBSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199415_22072024070055_WEB.xml,22-Jul-24,BRSR_1199415_22072024070055
JK Tyre & Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JKTYRE_22072024175617_BRSRMerged.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199293_22072024060743_WEB.xml,22-Jul-24,BRSR_1199293_22072024060743
Sundaram Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SUNDARMFIN_22072024174914_SFLBRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199258_22072024055046_WEB.xml,22-Jul-24,BRSR_1199258_22072024055046
THE UGAR SUGAR WORKS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/UGARSUGAR_22072024165128_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1199139_22072024045141_WEB.xml,22-Jul-24,BRSR_1199139_22072024045141
SOMANY CERAMICS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SOMANYCERA_20072024191221_BRSR202324F.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1198082_20072024071251_WEB.xml,20-Jul-24,BRSR_1198082_20072024071251
Ramco Systems Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RAMCOSYS_20072024190555_RamcoSystemsBRSR2023_24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1198071_20072024070611_WEB.xml,20-Jul-24,BRSR_1198071_20072024070611
ESAF Small Finance Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/esfb_20072024184933_SEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1198041_20072024064947_WEB.xml,20-Jul-24,BRSR_1198041_20072024064947
BERGER PAINTS (I) LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/PAINTBERGE_20072024182506_BRSRfinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1197979_20072024062533_WEB.xml,20-Jul-24,BRSR_1197979_20072024062533
Amber Enterprises India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/AMBER_20072024153514_SEBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1197381_20072024033606_WEB.xml,20-Jul-24,BRSR_1197381_20072024033606
Everest Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/EVERESTINDUSTRIES_20072024151415_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1197312_20072024031428_WEB.xml,20-Jul-24,BRSR_1197312_20072024031428
Hero MotoCorp Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HEROMOTO_19072024201848_StxintimationBRSR19072024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1196268_19072024082737_WEB.xml,19-Jul-24,BRSR_1196268_19072024082737
Grasim Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/GRASIM_19072024190311_SEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1195854_19072024070446_WEB.xml,19-Jul-24,BRSR_1195854_19072024070446
Gloster Limited,2023,2024,https://nsearchives.nseindia.com/corporate/GLOSTER_19072024184744_BRSR_2023_24_for_upload.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1195743_19072024064803_WEB.xml,19-Jul-24,BRSR_1195743_19072024064803
TVS Supply Chain Solutions Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CSCOMPLIANCE_19072024184427_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1195734_19072024064617_WEB.xml,19-Jul-24,BRSR_1195734_19072024064617
Andhra Paper Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ANDHRAPAP_19072024182323_BRSRreport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1195595_19072024062343_WEB.xml,19-Jul-24,BRSR_1195595_19072024062343
Godrej Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Anupama_19072024175929_BSENSEBRSRFY2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1195407_19072024060143_WEB.xml,19-Jul-24,BRSR_1195407_19072024060143
Infibeam Avenues Limited,2023,2024,https://nsearchives.nseindia.com/corporate/INFIBEAM_19072024152559_IALIntimationBRSR19072024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1194599_19072024041056_WEB.xml,19-Jul-24,BRSR_1194599_19072024041056
Siyaram Silk Mills Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SIYSIL_19072024143000_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1194049_19072024023135_WEB.xml,19-Jul-24,BRSR_1194049_19072024023135
Britannia Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BRITANNIA1_19072024002136_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1193198_19072024122209_WEB.xml,19-Jul-24,BRSR_1193198_19072024122209
CELLO WORLD LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/CELLO2023_18072024220732_IntimationforBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1193145_18072024101024_WEB.xml,18-Jul-24,BRSR_1193145_18072024101024
Biocon Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BioconLtd_18072024220510_Biocon_AGM_Intimation_SEs.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1193142_18072024100843_WEB.xml,18-Jul-24,BRSR_1193142_18072024100843
Usha Martin Limited,2023,2024,https://nsearchives.nseindia.com/corporate/USHAMART_18072024205950_LettertoSEsBRSRReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1193078_18072024090252_WEB.xml,18-Jul-24,BRSR_1193078_18072024090252
Cholamandalam Financial Holdings Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CHOLAHLDNG_18072024205907_SEIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1193075_18072024085938_WEB.xml,18-Jul-24,BRSR_1193075_18072024085938
SBI Cards and Payment Services Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SBICPSL_18072024203556_SEFilingsBRSRFY24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1193056_18072024083801_WEB.xml,18-Jul-24,BRSR_1193056_18072024083801
Angel One Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ANGEL8896_18072024194546_IntimationforfilingofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192965_18072024074600_WEB.xml,18-Jul-24,BRSR_1192965_18072024074600
The Ramco Cements Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RAMCOCEM_18072024194253_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192954_18072024074327_WEB.xml,18-Jul-24,BRSR_1192954_18072024074327
INDIGO PAINTS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/INDIGOPNTS_18072024190914_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192857_18072024071439_WEB.xml,18-Jul-24,BRSR_1192857_18072024071439
Indian Oil Corporation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/IOC_18072024191040_IOC_BRSR_23_24_S.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192847_18072024071146_WEB.xml,18-Jul-24,BRSR_1192847_18072024071146
HDFC Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HDFCBANK_18072024185316_Intimation_AR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192809_18072024070337_WEB.xml,18-Jul-24,BRSR_1192809_18072024070337
Control Print Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CONTROLPR_18072024184721_intimationBRSRSD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192711_18072024064756_WEB.xml,18-Jul-24,BRSR_1192711_18072024064756
AVT NATURAL PRODUCTS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/AVTNPL_18072024183446_BRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192618_18072024063456_WEB.xml,18-Jul-24,BRSR_1192618_18072024063456
Sun Pharma Advanced Research Company Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SPARC_18072024181718_BRSRReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192538_18072024062447_WEB.xml,18-Jul-24,BRSR_1192538_18072024062447
SKF INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SKFINDIA23_18072024172640_NSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1192232_18072024053601_WEB.xml,18-Jul-24,BRSR_1192232_18072024053601
Insecticides (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/INSECTICID_18072024170004_STXBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191958_18072024050025_WEB.xml,18-Jul-24,BRSR_1191958_18072024050025
West Coast Paper Mills Limited,2023,2024,https://nsearchives.nseindia.com/corporate/WSTCSTPAPR_18072024164210_BRSRTwentyfour.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191840_18072024044244_WEB.xml,18-Jul-24,BRSR_1191840_18072024044244
REPRO INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/REPRO_18072024163021_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191771_18072024043043_WEB.xml,18-Jul-24,BRSR_1191771_18072024043043
TD Power Systems Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TDPOWERSYS_18072024160922_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191659_18072024041133_WEB.xml,18-Jul-24,BRSR_1191659_18072024041133
Mankind Pharma Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MANKIND_18072024155747_20240718SEBRSRSD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191588_18072024035838_WEB.xml,18-Jul-24,BRSR_1191588_18072024035838
Hercules Hoists Limited,2023,2024,https://nsearchives.nseindia.com/corporate/herculeshoists_18072024145040_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191277_18072024025128_WEB.xml,18-Jul-24,BRSR_1191277_18072024025128
Himadri Speciality Chemical Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HSCL_18072024141723_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1191167_18072024021917_WEB.xml,18-Jul-24,BRSR_1191167_18072024021917
JTEKT India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JTEKTINDIA_18072024122355_Business_Responsibility_and_Sustainability_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1190885_18072024122403_WEB.xml,18-Jul-24,BRSR_1190885_18072024122403
Tasty Bite Eatables Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TASTYBITE_17072024212609_2TBEL_BRSR_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1190417_17072024092617_WEB.xml,17-Jul-24,BRSR_1190417_17072024092617
MPS Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MPSLIMITED_17072024205413_BRSRLetter.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1190398_17072024085429_WEB.xml,17-Jul-24,BRSR_1190398_17072024085429
SAPPHIRE FOODS INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SAPPHIRE_17072024195234_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1190342_17072024075245_WEB.xml,17-Jul-24,BRSR_1190342_17072024075245
PNB Housing Finance Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PNBHOUSING_17072024190501_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1190266_17072024070529_WEB.xml,17-Jul-24,BRSR_1190266_17072024070529
AJMERA REALTY & INFRA INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/AJMERA_17072024180748_IntimationBRSRSD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1190078_17072024060758_WEB.xml,17-Jul-24,BRSR_1190078_17072024060758
BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/BHAGCHEM_17072024174553_seinitmation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1189970_17072024054702_WEB.xml,17-Jul-24,BRSR_1189970_17072024054702
C.E. INFO SYSTEMS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_17072024174639_MMI_BRSR_FY2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1189967_17072024054649_WEB.xml,17-Jul-24,BRSR_1189967_17072024054649
Barbeque Nation Hospitality Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BARBEQUE_17072024163442_SubmissionOfBRSRFY24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1189607_17072024043901_WEB.xml,17-Jul-24,BRSR_1189607_17072024043901
Sundram Fasteners Limited,2023,2024,https://nsearchives.nseindia.com/corporate/SUNDRMFAST_17072024160629_SFLSELetterBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1189465_17072024040653_WEB.xml,17-Jul-24,BRSR_1189465_17072024040653
CreditAccess Grameen Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CREDITACC_17072024152205_CAGL_BRSRReport_16072024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1189317_17072024032219_WEB.xml,17-Jul-24,BRSR_1189317_17072024032219
Ipca Laboratories Limited,2023,2024,https://nsearchives.nseindia.com/corporate/IPCALAB_17072024112439_IpcaBRSR2324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1188520_17072024112459_WEB.xml,17-Jul-24,BRSR_1188520_17072024112459
DLF Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DLF_17072024173608_Letter.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1189914_17072024053816_WEB.xml,16-Jul-24,BRSR_1189914_17072024053816
Godrej Consumer Products Limited,2023,2024,https://nsearchives.nseindia.com/corporate/GODREJCP_16072024223237_GCPL_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1188355_16072024103619_WEB.xml,16-Jul-24,BRSR_1188355_16072024103619
COROMANDEL INTERNATIONAL LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/COROMANDELINT_16072024221349_SEIntimationBRSR_FY2324_Sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1188351_16072024102237_WEB.xml,16-Jul-24,BRSR_1188351_16072024102237
SUVEN PHARMACEUTICALS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SUVENPHARMROHIT_16072024213303_SuvenPharma_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1188318_16072024093321_WEB.xml,16-Jul-24,BRSR_1188318_16072024093321
